index;soc
2022-02-01 00:00:00;0,8460449682253622
2022-02-01 00:01:00;0,8460448512441109
2022-02-01 00:02:00;0,8460447342628595
2022-02-01 00:03:00;0,8460446172816081
2022-02-01 00:04:00;0,8460446172816081
2022-02-01 00:05:00;0,8460446172816081
2022-02-01 00:06:00;0,8460446172816081
2022-02-01 00:07:00;0,8460446172816081
2022-02-01 00:08:00;0,8460446172816081
2022-02-01 00:09:00;0,8460446172816081
2022-02-01 00:10:00;0,8460446172816081
2022-02-01 00:11:00;0,8460425994015167
2022-02-01 00:12:00;0,8460405815214253
2022-02-01 00:13:00;0,8460385636413339
2022-02-01 00:14:00;0,8460365457612423
2022-02-01 00:15:00;0,8460281147641954
2022-02-01 00:16:00;0,8460196837671483
2022-02-01 00:17:00;0,8460112527701009
2022-02-01 00:18:00;0,8460028217730541
2022-02-01 00:19:00;0,8459943907760069
2022-02-01 00:20:00;0,84598595977896
2022-02-01 00:21:00;0,8459781484663796
2022-02-01 00:22:00;0,8459703371537992
2022-02-01 00:23:00;0,8459632609261094
2022-02-01 00:24:00;0,8459561846984196
2022-02-01 00:25:00;0,8459491084707297
2022-02-01 00:26:00;0,8459420322430399
2022-02-01 00:27:00;0,84593495601535
2022-02-01 00:28:00;0,8459278797876602
2022-02-01 00:29:00;0,8459208035599702
2022-02-01 00:30:00;0,8459127760691992
2022-02-01 00:31:00;0,8459163413150514
2022-02-01 00:32:00;0,8459199065609038
2022-02-01 00:33:00;0,8459234718067562
2022-02-01 00:34:00;0,8459270370526086
2022-02-01 00:35:00;0,8459283562584343
2022-02-01 00:36:00;0,8459296754642601
2022-02-01 00:37:00;0,8459309946700859
2022-02-01 00:38:00;0,8459323138759118
2022-02-01 00:39:00;0,8459324328023623
2022-02-01 00:40:00;0,8459325517288127
2022-02-01 00:41:00;0,845932670655263
2022-02-01 00:42:00;0,8459327895817136
2022-02-01 00:43:00;0,8459329085081639
2022-02-01 00:44:00;0,8459330274346143
2022-02-01 00:45:00;0,8459351642411562
2022-02-01 00:46:00;0,8459373010476983
2022-02-01 00:47:00;0,8459394378542401
2022-02-01 00:48:00;0,8459400303677456
2022-02-01 00:49:00;0,8459406228812512
2022-02-01 00:50:00;0,8459412153947568
2022-02-01 00:51:00;0,8459418079082623
2022-02-01 00:52:00;0,8459424004217678
2022-02-01 00:53:00;0,8459429929352735
2022-02-01 00:54:00;0,8459369016213493
2022-02-01 00:55:00;0,8459308103074251
2022-02-01 00:56:00;0,8459247189935007
2022-02-01 00:57:00;0,8459215712309789
2022-02-01 00:58:00;0,8459184234684568
2022-02-01 00:59:00;0,8459152757059349
2022-02-01 01:00:00;0,8459069416611062
2022-02-01 01:01:00;0,8458986076162776
2022-02-01 01:02:00;0,845890273571449
2022-02-01 01:03:00;0,8458819395266203
2022-02-01 01:04:00;0,8458736054817917
2022-02-01 01:05:00;0,845865271436963
2022-02-01 01:06:00;0,8458569373921343
2022-02-01 01:07:00;0,8458601960839293
2022-02-01 01:08:00;0,8458634547757242
2022-02-01 01:09:00;0,8458667134675192
2022-02-01 01:10:00;0,845869972159314
2022-02-01 01:11:00;0,845873230851109
2022-02-01 01:12:00;0,8458764895429038
2022-02-01 01:13:00;0,8458681554980753
2022-02-01 01:14:00;0,8458598214532467
2022-02-01 01:15:00;0,8458455815079068
2022-02-01 01:16:00;0,8458313415625667
2022-02-01 01:17:00;0,8458171016172269
2022-02-01 01:18:00;0,8458028616718868
2022-02-01 01:19:00;0,8457886217265469
2022-02-01 01:20:00;0,8457740035681746
2022-02-01 01:21:00;0,8457593854098022
2022-02-01 01:22:00;0,8457447672514299
2022-02-01 01:23:00;0,8457301490930577
2022-02-01 01:24:00;0,8457155309346852
2022-02-01 01:25:00;0,8457009127763129
2022-02-01 01:26:00;0,8456862946179408
2022-02-01 01:27:00;0,8456716764595684
2022-02-01 01:28:00;0,8456570583011961
2022-02-01 01:29:00;0,8456424401428236
2022-02-01 01:30:00;0,8456345058118814
2022-02-01 01:31:00;0,8456265714809388
2022-02-01 01:32:00;0,8456186371499963
2022-02-01 01:33:00;0,8456107028190537
2022-02-01 01:34:00;0,8456037197511928
2022-02-01 01:35:00;0,8455967366833315
2022-02-01 01:36:00;0,8456013463520942
2022-02-01 01:37:00;0,8456059560208563
2022-02-01 01:38:00;0,8456105656896189
2022-02-01 01:39:00;0,8456175663603099
2022-02-01 01:40:00;0,845624567031001
2022-02-01 01:41:00;0,8456315677016919
2022-02-01 01:42:00;0,8456385683723829
2022-02-01 01:43:00;0,8456455690430739
2022-02-01 01:44:00;0,845652569713765
2022-02-01 01:45:00;0,8456607706638315
2022-02-01 01:46:00;0,8456689716138978
2022-02-01 01:47:00;0,8456771725639642
2022-02-01 01:48:00;0,8456865424642748
2022-02-01 01:49:00;0,8456959123645854
2022-02-01 01:50:00;0,8457031674686998
2022-02-01 01:51:00;0,8457104225728141
2022-02-01 01:52:00;0,8457176776769286
2022-02-01 01:53:00;0,8457249327810429
2022-02-01 01:54:00;0,8457205951485337
2022-02-01 01:55:00;0,8457162575160247
2022-02-01 01:56:00;0,8457119198835155
2022-02-01 01:57:00;0,8457075822510063
2022-02-01 01:58:00;0,845708164154366
2022-02-01 01:59:00;0,8457087460577258
2022-02-01 02:00:00;0,8456940042956496
2022-02-01 02:01:00;0,8456792625335734
2022-02-01 02:02:00;0,8456645207714971
2022-02-01 02:03:00;0,845649779009421
2022-02-01 02:04:00;0,8456350372473448
2022-02-01 02:05:00;0,8456215689027994
2022-02-01 02:06:00;0,8456081005582535
2022-02-01 02:07:00;0,8455946322137081
2022-02-01 02:08:00;0,8455832786653588
2022-02-01 02:09:00;0,8455719251170094
2022-02-01 02:10:00;0,845583757041907
2022-02-01 02:11:00;0,8455839962301814
2022-02-01 02:12:00;0,8455842354184554
2022-02-01 02:13:00;0,8455844746067296
2022-02-01 02:14:00;0,8455808043570542
2022-02-01 02:15:00;0,8455682837629666
2022-02-01 02:16:00;0,845560051164073
2022-02-01 02:17:00;0,8455518185651794
2022-02-01 02:18:00;0,8455508303727906
2022-02-01 02:19:00;0,8455498421804015
2022-02-01 02:20:00;0,8455488539880126
2022-02-01 02:21:00;0,845559458532247
2022-02-01 02:22:00;0,8455700630764817
2022-02-01 02:23:00;0,8455806676207164
2022-02-01 02:24:00;0,8455916503779835
2022-02-01 02:25:00;0,8456142258718738
2022-02-01 02:26:00;0,8456368013657642
2022-02-01 02:27:00;0,8456593768596546
2022-02-01 02:28:00;0,8456830957378623
2022-02-01 02:29:00;0,8456954326564758
2022-02-01 02:30:00;0,8457048701262713
2022-02-01 02:31:00;0,8457143075960667
2022-02-01 02:32:00;0,8457237450658622
2022-02-01 02:33:00;0,8457331825356578
2022-02-01 02:34:00;0,8457426200054531
2022-02-01 02:35:00;0,8457520574752485
2022-02-01 02:36:00;0,845761494945044
2022-02-01 02:37:00;0,8457709324148394
2022-02-01 02:38:00;0,845780369884635
2022-02-01 02:39:00;0,8457898073544304
2022-02-01 02:40:00;0,8457992448242259
2022-02-01 02:41:00;0,8458086822940213
2022-02-01 02:42:00;0,8458181197638167
2022-02-01 02:43:00;0,8458275572336121
2022-02-01 02:44:00;0,8458418547426696
2022-02-01 02:45:00;0,8458600616896766
2022-02-01 02:46:00;0,8458782686366835
2022-02-01 02:47:00;0,8458964755836904
2022-02-01 02:48:00;0,8459146825306972
2022-02-01 02:49:00;0,8459328894777043
2022-02-01 02:50:00;0,8459510964247111
2022-02-01 02:51:00;0,8459693033717182
2022-02-01 02:52:00;0,845987510318725
2022-02-01 02:53:00;0,8460057172657319
2022-02-01 02:54:00;0,8460239242127389
2022-02-01 02:55:00;0,8460443771997723
2022-02-01 02:56:00;0,8460880156600529
2022-02-01 02:57:00;0,84612006138371
2022-02-01 02:58:00;0,846152107107367
2022-02-01 02:59:00;0,846184152831024
2022-02-01 03:00:00;0,8462154682122738
2022-02-01 03:01:00;0,8462467835935235
2022-02-01 03:02:00;0,8462726818691294
2022-02-01 03:03:00;0,8462985801447351
2022-02-01 03:04:00;0,8463244784203412
2022-02-01 03:05:00;0,8463503766959473
2022-02-01 03:06:00;0,846376274971553
2022-02-01 03:07:00;0,8464029035895663
2022-02-01 03:08:00;0,8464295322075794
2022-02-01 03:09:00;0,8464561608255926
2022-02-01 03:10:00;0,8464827894436059
2022-02-01 03:11:00;0,8465094180616191
2022-02-01 03:12:00;0,8465360466796323
2022-02-01 03:13:00;0,8465626752976455
2022-02-01 03:14:00;0,8465890931386292
2022-02-01 03:15:00;0,8466041290200189
2022-02-01 03:16:00;0,8466191649014085
2022-02-01 03:17:00;0,8466416969658642
2022-02-01 03:18:00;0,8466648824391113
2022-02-01 03:19:00;0,8466880679123583
2022-02-01 03:20:00;0,8467112533856056
2022-02-01 03:21:00;0,8467344388588526
2022-02-01 03:22:00;0,8467576243320998
2022-02-01 03:23:00;0,8467808098053469
2022-02-01 03:24:00;0,846803995278594
2022-02-01 03:25:00;0,8468271807518412
2022-02-01 03:26:00;0,8468503662250882
2022-02-01 03:27:00;0,8468735516983354
2022-02-01 03:28:00;0,8468967371715825
2022-02-01 03:29:00;0,8469199226448296
2022-02-01 03:30:00;0,8469431081180768
2022-02-01 03:31:00;0,8469547008547003
2022-02-01 03:32:00;0,8469662935913238
2022-02-01 03:33:00;0,8469778863279475
