,wind_speed,direction,ghi,pressure,temp_air,precipitation
2022-02-08 22:00:00,4.036058968292343,-152.0266370769292,0.0,100848.625,8.053287760416708,4.458799958229065e-05
2022-02-08 23:00:00,4.053590051769387,-149.1153366342158,0.0,100806.41666666667,7.905826822916708,8.429711063702937e-06
2022-02-09 00:00:00,4.002847793131137,-148.6203286468998,0.0,100794.77083333333,7.826318359375023,0.0
2022-02-09 01:00:00,3.9033775776404793,-148.76518442315623,0.0,100784.3125,7.725732421875023,1.2193107977509499e-05
2022-02-09 02:00:00,3.876246572401389,-149.92596893208292,0.0,100751.20833333333,7.416324869791708,1.5785451978445056e-05
2022-02-09 03:00:00,3.9297927961916175,-152.54950133874837,0.0,100726.22916666667,7.354638671875023,1.5048465381066002e-05
2022-02-09 04:00:00,3.957969429890063,-153.53323864702054,0.0,100711.29166666667,7.336165364583337,8.857964227596923e-06
2022-02-09 05:00:00,4.036167956298015,-153.09144640187162,0.0,100654.29166666667,7.355371093750023,1.3433396816253662e-05
2022-02-09 06:00:00,3.791579787214245,-148.08442297315347,0.0,100703.14583333333,7.401025390625023,4.6943623791169815e-06
2022-02-09 07:00:00,3.805392312681423,-143.2009399566337,18.99212962962963,100691.66666666667,7.328841145833337,3.3331414404832034e-06
2022-02-09 08:00:00,3.6099479630337785,-137.9911860131565,98.60583333333334,100671.5,7.929589843750023,3.2551586173212854e-06
2022-02-09 09:00:00,4.866410581928754,-144.72412760125678,171.39983796296298,100645.41666666667,8.737288411458337,4.100302855173751e-06
2022-02-09 10:00:00,4.793723300967165,-150.41275756841188,262.765,100623.02083333333,9.655419921875023,3.827735781669617e-06
2022-02-09 11:00:00,4.553700390429772,-156.12623300005464,263.3568287037037,100585.0,10.325341796875023,1.2087319115986899e-06
2022-02-09 12:00:00,4.422040866555651,-160.6821276399578,293.1446296296297,100514.375,10.893782552083337,1.7386507048802128e-09
2022-02-09 13:00:00,3.806163746557283,-164.66991891959844,214.25831018518514,100472.14583333333,10.982324218750023,0.0
2022-02-09 14:00:00,3.1716324949783563,-170.63090954178472,161.1263888888889,100462.10416666667,10.849918619791708,2.6288131872812817e-06
2022-02-09 15:00:00,2.1038354623541604,-179.05816619235412,70.98768518518527,100465.95833333333,9.887597656250023,0.0
2022-02-09 16:00:00,1.7775656360183822,-175.02690750199724,8.840046296296125,100453.6875,8.678531901041708,0.0
2022-02-09 17:00:00,1.8085236210222673,-152.94419388098459,0.0,100461.5625,7.498925781250023,4.3224129816130086e-07
2022-02-09 18:00:00,1.219593134502332,-149.8174195505924,0.0,100443.04166666667,6.982649739583337,4.793081946748615e-06
2022-02-09 19:00:00,1.408205064321988,-109.19507816850512,0.0,100401.77083333333,6.242578125000023,1.5660640807861197e-06
2022-02-09 20:00:00,1.7439819678256678,-96.71309736713661,0.0,100379.25,5.200550333658896,6.6343991420581006e-06
2022-02-09 21:00:00,1.7872907883760651,-94.55459936477124,2.314814832061529e-05,100307.64583333333,4.484368896484398,7.937227868145172e-06
2022-02-09 22:00:00,1.9198257717840992,-99.34755377088541,0.0,100244.45833333333,3.915821329752646,2.0965935618733056e-06
2022-02-09 23:00:00,2.0948529727797647,-104.10696225894526,0.0,100202.77083333333,3.5871877034505246,5.623948406233983e-07
2022-02-10 00:00:00,2.2674432586381874,-107.30646552939297,0.0,100110.85416666667,3.2895141601562727,0.0
2022-02-10 01:00:00,2.40758900421098,-111.98113659787035,0.0,100050.45833333333,3.2012725830078352,7.969792932271956e-07
2022-02-10 02:00:00,2.5540139566831424,-119.77826768738643,0.0,99987.3125,3.4137817382812727,6.215025981267295e-07
